City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
234,cootamundra,-34.65,148.0333,7.95,89,0,0.79,AU,2023-04-16 21:04:10
235,cascais,38.6979,-9.4215,21.64,45,0,6.69,PT,2023-04-16 21:04:12
236,kodiak,57.79,-152.4072,3.73,65,100,9.77,US,2023-04-16 21:04:12
237,bay roberts,47.5999,-53.2648,6.4,68,78,0.45,CA,2023-04-16 21:04:13
238,wanxian,30.8039,108.3897,22.19,76,56,3.15,CN,2023-04-16 21:01:02
239,hovd,48.0056,91.6419,3.77,35,7,1.44,MN,2023-04-16 21:04:14
240,mattru,7.6244,-11.8332,25.15,88,94,2.37,SL,2023-04-16 21:04:14
241,longyearbyen,78.2186,15.6401,3.91,70,75,3.6,SJ,2023-04-16 21:02:21
242,east london,-33.0153,27.9116,17.47,78,6,3.69,ZA,2023-04-16 21:04:15
243,avanigadda,16.0215,80.9181,26.73,80,48,1.0,IN,2023-04-16 21:04:15
244,hongjiang,27.11,109.9956,19.44,79,76,1.57,CN,2023-04-16 21:04:16
245,tukrah,32.5341,20.5791,18.34,45,36,3.7,LY,2023-04-16 21:04:16
246,kavaratti,10.5669,72.642,28.45,74,0,2.96,IN,2023-04-16 21:04:17
247,paka,4.6374,103.4368,25.96,89,98,1.03,MY,2023-04-16 21:04:17
248,kazachinskoye,57.6953,93.2761,-6.37,95,86,1.91,RU,2023-04-16 21:04:18
249,thinadhoo,0.5333,72.9333,28.25,72,78,1.57,MV,2023-04-16 21:04:18
250,atasu,48.6814,71.6433,5.2,84,83,7.32,KZ,2023-04-16 21:04:18
251,bambous virieux,-20.3428,57.7575,25.14,88,40,1.03,MU,2023-04-16 21:04:19
252,talcher,20.95,85.2167,27.59,59,2,1.05,IN,2023-04-16 21:04:19
253,baruun-urt,46.6806,113.2792,0.44,88,89,3.9,MN,2023-04-16 20:55:13
254,huarmey,-10.0681,-78.1522,26.61,74,98,5.49,PE,2023-04-16 21:04:19
255,bafoulabe,13.8065,-10.8321,36.42,13,9,2.13,ML,2023-04-16 21:04:20
256,yarmouth,41.7057,-70.2286,14.42,93,100,4.92,US,2023-04-16 21:04:20
257,dzaoudzi,-12.7887,45.2699,26.94,89,20,3.09,YT,2023-04-16 21:04:22
258,dongsheng,39.8161,109.9776,14.1,30,15,7.18,CN,2023-04-16 21:00:33
259,te anau,-45.4167,167.7167,11.82,79,92,0.89,NZ,2023-04-16 21:04:23
260,mar del plata,-38.0023,-57.5575,15.61,64,0,4.63,AR,2023-04-16 21:04:23
261,prince albert,53.2001,-105.7677,12.97,35,20,6.17,CA,2023-04-16 21:04:24
262,coquimbo,-29.9533,-71.3436,18.85,59,0,5.14,CL,2023-04-16 21:04:24
263,sur,22.5667,59.5289,27.08,64,0,1.41,OM,2023-04-16 21:04:24
264,havoysund,70.9963,24.6622,3.13,97,100,5.87,NO,2023-04-16 21:04:25
265,tallahassee,30.4383,-84.2807,25.11,86,75,4.63,US,2023-04-16 21:04:11
266,kovernino,57.1253,43.8142,4.47,53,100,1.12,RU,2023-04-16 21:04:25
267,saldanha,-33.0117,17.9442,17.03,69,0,5.65,ZA,2023-04-16 21:04:26
268,wajima,37.4,136.9,8.26,74,100,4.91,JP,2023-04-16 21:04:26
269,damietta,31.4165,31.8133,18.94,71,0,3.39,EG,2023-04-16 21:04:03
270,lasa,46.6166,10.7002,7.49,94,88,2.84,IT,2023-04-16 20:54:43
271,kolosovka,56.4678,73.611,-3.83,67,17,2.41,RU,2023-04-16 21:04:27
272,ixtapa,20.7,-105.2,33.26,32,1,3.99,MX,2023-04-16 20:51:22
273,san patricio,28.017,-97.5169,27.94,30,0,6.64,US,2023-04-16 21:04:28
274,santa cruz de la palma,28.6835,-17.7642,20.08,77,75,7.2,ES,2023-04-16 21:04:28
275,arraial do cabo,-22.9661,-42.0278,24.98,78,20,4.63,BR,2023-04-16 21:02:29
276,alofi,-19.0595,-169.9187,25.94,83,75,5.14,NU,2023-04-16 21:04:30
277,impfondo,1.6381,18.0667,21.65,99,100,1.27,CG,2023-04-16 21:04:30
278,shahreza,32.0339,51.8794,12.64,27,93,2.21,IR,2023-04-16 21:04:31
279,surt,31.2089,16.5887,17.04,78,0,10.97,LY,2023-04-16 20:54:42
280,chau doc,10.7,105.1167,27.61,76,70,2.34,VN,2023-04-16 21:04:31
281,dungarvan,52.0881,-7.6253,10.87,100,100,1.79,IE,2023-04-16 21:04:32
282,mercedes,-34.6515,-59.4307,15.02,77,100,2.04,AR,2023-04-16 21:04:33
283,chokurdakh,70.6333,147.9167,-19.03,99,55,1.84,RU,2023-04-16 21:04:33
284,naryan-mar,67.6713,53.087,-8.32,96,91,2.45,RU,2023-04-16 21:04:35
285,robstown,27.7903,-97.6689,27.1,27,40,4.12,US,2023-04-16 21:01:26
286,pangnirtung,66.1451,-65.7125,-12.0,85,100,6.17,CA,2023-04-16 21:04:35
287,treinta y tres,-33.2333,-54.3833,18.52,61,100,4.2,UY,2023-04-16 21:04:36
288,puerto carreno,6.189,-67.4859,33.99,49,75,5.14,CO,2023-04-16 21:04:36
289,touros,-5.1989,-35.4608,26.37,85,100,4.34,BR,2023-04-16 21:02:30
290,tokur,53.1333,132.9,-7.66,96,81,0.91,RU,2023-04-16 21:04:37
291,lorengau,-2.0226,147.2712,25.97,86,100,2.0,PG,2023-04-16 21:04:37
292,sagua la grande,22.8067,-80.0756,32.55,53,10,6.78,CU,2023-04-16 21:04:37
293,whitehorse,60.7161,-135.0538,5.43,48,75,2.06,CA,2023-04-16 21:04:39
294,kungurtug,50.5994,97.5228,-8.61,97,83,0.25,RU,2023-04-16 21:04:39
295,talnakh,69.4865,88.3972,-22.11,82,11,0.86,RU,2023-04-16 21:04:39
296,irbeyskoye,55.6428,95.4522,-5.05,78,94,3.45,RU,2023-04-16 21:04:40
297,rosetta,31.4044,30.4164,17.05,70,0,3.95,EG,2023-04-16 21:04:41
